鄉鎮市區,交易筆棟數_土地,交易筆棟數_建物,交易筆棟數_車位,移轉層次,總樓層數,建物型態,主要用途,主要建材,建物現況格局.房,建物現況格局.廳,建物現況格局.衛,建物現況格局.隔間,有無管理組織,有無附傢俱,年份(+1911),月份,建築完成年,建築完成月,成交時屋齡, 總價.元. ,單價.元.坪,土地移轉總面積.坪,建物移轉總面積.坪,車位移轉總面積.坪,交易標的橫坐標,交易標的縱坐標,Longitude,Latitude
中山區,1,1,0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,1973,5,39,17880000,543867.7686,12.85619215,32.87555206,0,304400,2772585,121.53919,25.0604
士林區,1,1,0,一層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,6,1985,2,27,29780000,812985.124,13.10726602,36.62956017,0,302918,2778111,121.52471,25.11034
大安區,1,1,0,四層,4,公寓(5樓含以下無電梯),住家用,加強磚造,3,2,2,有,無,NA,2012,6,1967,4,45,29000000,867266.1157,10.5118277,33.43819953,0,304753,2769659,121.54257,25.03397
士林區,1,1,0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,1980,1,32,15680000,472340.4959,9.295783169,33.19620062,0,302692,2776684,121.52242,25.09746
士林區,1,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2012,7,NA,NA,NA,600000,32175.20661,18.64904108,0,0,306744,2782482,121.56283,25.14966
北投區,2,1,0,三層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,1993,6,19,8000000,354221.4876,5.608324763,22.58454837,0,300237,2781599,121.49826,25.14192
士林區,1,1,0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,1,1,有,無,NA,2012,7,1977,11,35,12500000,472363.6364,8.96000968,26.46258092,0,302125,2775357,121.51675,25.0855
中正區,1,1,0,五層，陽台,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,9,0,8,有,無,NA,2012,7,NA,NA,NA,20500000,778948.7603,7.25996733,26.31738157,0,303507,2770274,121.53025,25.03956
中山區,3,1,0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2012,7,1986,4,26,15000000,579044.6281,8.681710932,25.90598342,0,305088,2774918,121.5461,25.08143
中山區,2,1,0,九層，陽台，電梯樓梯間,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,7,1970,1,42,25300000,516211.5702,6.304071632,49.01082945,0,303846,2772609,121.5337,25.06063
士林區,1,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,8,1980,10,32,18400000,391798.3471,13.76368806,46.96291367,0,302928,2777963,121.52481,25.109
大安區,0,0,1,地下四層,15,其他,停車空間,鋼筋混凝土造,0,0,0,有,有,NA,2012,7,1990,8,22,3200000,NA,0.441648013,7.644140601,7.644140601,305485,2770810,121.54987,25.04433
大安區,0,0,1,地下一層，地下二層，地下三層，地下四層,21,其他,停車空間,鋼骨鋼筋混凝土造,0,0,0,有,有,NA,2012,7,2003,1,9,3300000,NA,0.526347631,10.8445762,4.537479581,304757,2770508,121.54265,25.04163
文山區,1,1,1,一層，夾層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,5,2,2,有,無,NA,2012,6,1999,4,13,16000000,378938.843,21.30195414,42.22276,10.80525138,309387,2764348,121.58826,24.98585
大安區,1,1,1,一層，地下一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2010,9,2012,3,NA,37327926,726317.3554,13.3553149,55.34817593,4.643354105,303509,2768322,121.53019,25.02194
大安區,0,0,1,地下四層,15,其他,停車空間,鋼筋混凝土造,0,0,0,有,有,NA,2012,7,1990,8,22,2680000,NA,0.441648013,7.644140601,7.644140601,305517,2770778,121.55019,25.04404
大安區,0,0,1,地下四層,15,其他,停車空間,鋼筋混凝土造,0,0,0,有,有,NA,2012,7,1990,8,22,2680000,NA,0.441648013,7.644140601,7.641115615,305490,2770805,121.54992,25.04429
大安區,2,1,0,十三層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,7,1987,4,25,24000000,717414.876,6.062072721,33.45332446,0,304460,2770429,121.5397,25.04093
中正區,2,1,1,五層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,7,2010,6,2,34200000,489305.7851,5.444975498,69.89533547,0,302473,2768227,121.51993,25.02112
文山區,1,1,1,一層,10,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2012,8,2008,12,4,18000000,463120.6612,7.060318229,38.86805009,3.899207454,307655,2765223,121.57114,24.99381
文山區,2,1,2,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,7,2006,7,6,41000000,448753.719,13.74856313,91.36366386,0,308012,2765006,121.57467,24.99184
中正區,1,1,0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,1,1,有,有,NA,2012,7,2007,11,5,9100000,507728.9256,4.071631678,17.92304435,0,301865,2768808,121.51392,25.02639
文山區,1,1,0,三層，陽台,4,公寓(5樓含以下無電梯),NA,鋼筋混凝土造,4,2,2,有,無,NA,2012,7,NA,NA,NA,15000000,356790.0826,14.8224333,42.04126081,0,304637,2766355,121.54129,25.00414
文山區,1,1,0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,2,1,有,無,NA,2012,7,NA,NA,NA,7200000,352304.1322,6.788069454,20.43680803,0,305473,2766295,121.54957,25.00357
萬華區,1,1,0,四層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,2,1,1,有,有,NA,2012,7,1979,4,33,7750000,406082.6446,5.296751165,19.08463912,0,301242,2768694,121.50775,25.02538
萬華區,1,1,0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,7,1976,6,36,7400000,269801.6529,9.301833142,27.42755158,0,299556,2769718,121.49108,25.03468
松山區,1,1,0,三層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,7,1973,9,39,16800000,578152.0661,10.66307702,29.05801924,0,307386,2772305,121.56877,25.05776
內湖區,1,1,0,二層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2012,7,1993,12,19,5000000,442069.4215,3.590658842,11.3104241,0,309186,2775609,121.58676,25.08752
信義區,1,1,0,七層，陽台,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,無,NA,2012,7,1976,5,36,23500000,870664.4628,4.123056446,26.99195354,0,306851,2770637,121.5634,25.04272
南港區,1,1,1,三層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,1,有,有,NA,2012,7,2009,9,3,17500000,446307.438,6.576320407,39.20987356,14.16601125,310703,2771910,121.60163,25.05406
松山區,1,1,0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,7,1975,4,37,10300000,384436.3636,8.243087906,26.79230443,0,304960,2773196,121.54477,25.06589
信義區,2,1,0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2012,7,1976,3,36,14200000,564684.2975,7.145017847,25.14671184,0,308044,2771049,121.57524,25.04639
信義區,1,1,1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2009,12,2012,6,NA,41400000,632740.4959,9.096134067,71.48647831,9.692056386,306037,2768591,121.55525,25.02428
信義區,1,1,1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,4,2012,6,0,40100000,610892.562,9.096134067,71.48647831,9.692056386,306034,2768594,121.55522,25.02431
信義區,1,1,1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,4,2012,6,0,32510000,652998.3471,6.89999395,56.03182286,9.692056386,306026,2768602,121.55514,25.02438
信義區,1,1,1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2009,12,2012,6,NA,29910000,596638.0165,6.8667191,55.63252465,9.692056386,306020,2768608,121.55509,25.02443
信義區,1,1,1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,12,2012,6,NA,30500000,609480.9917,6.8667191,55.63252465,9.692056386,306011,2768618,121.555,25.02452
信義區,1,1,2,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,12,2012,6,NA,30000000,598598.3471,6.8667191,55.63252465,9.692056386,306040,2768588,121.55528,25.02425
信義區,1,1,1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,12,2012,6,NA,29900000,601864.4628,6.8667191,55.63252465,9.692056386,306012,2768616,121.55501,25.02451
信義區,1,1,2,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,11,2012,6,NA,31000000,616013.2231,6.8667191,55.63252465,9.692056386,306044,2768584,121.55532,25.02422
信義區,1,1,1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,11,2012,6,NA,31250000,630161.9835,6.8667191,55.63252465,9.692056386,306031,2768598,121.55519,25.02434
信義區,1,1,1,二層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,12,2012,6,NA,31000000,565107.438,7.541291064,60.47855285,9.692056386,306041,2768587,121.55529,25.02424
信義區,1,1,1,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,11,2012,6,NA,32050000,581844.6281,7.541291064,60.47855285,9.692056386,306038,2768590,121.55526,25.02427
信義區,1,1,1,四層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2011,3,2012,6,NA,34220000,630479.3388,7.541291064,60.47855285,9.692056386,306021,2768607,121.5551,25.02442
信義區,1,1,1,六層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,11,2012,6,NA,32760000,595824.7934,7.541291064,60.47855285,9.692056386,306018,2768610,121.55507,25.02445
信義區,1,1,1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2010,1,2012,6,NA,34990000,640522.314,7.541291064,60.47855285,9.692056386,306028,2768600,121.55516,25.02436
信義區,1,1,1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,4,2012,6,0,35000000,643471.0744,7.508016214,60.3545284,9.692056386,306007,2768621,121.55496,25.02455
信義區,1,1,1,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,11,2012,6,NA,37410000,689067.7686,7.508016214,60.3545284,9.692056386,306024,2768604,121.55512,25.0244
信義區,1,1,2,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2009,11,2012,6,NA,42450000,699692.562,8.285437716,73.05342126,19.38713776,306025,2768603,121.55513,25.02439
信義區,1,1,0,三層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2010,1,2012,6,NA,36420000,594846.281,8.690785891,61.22572448,0,306035,2768593,121.55523,25.0243
信義區,1,1,1,五層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2009,12,2012,6,NA,42500000,650049.5868,9.029584367,70.91778087,9.692056386,306017,2768611,121.55506,25.02446
信義區,1,1,1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,1,2012,6,0,40800000,627183.4711,9.029584367,70.91778087,9.692056386,306041,2768587,121.55529,25.02424
信義區,1,1,2,八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,5,2012,6,0,40520000,638271.0744,8.760360578,68.94548975,9.692056386,306035,2768594,121.55523,25.02431
信義區,1,1,1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,5,2012,6,0,42180000,684442.9752,8.55768649,67.6659205,9.692056386,306022,2768606,121.55511,25.02441
信義區,1,2,3,十四層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,6,2,4,有,有,NA,2012,7,2006,3,6,238000000,1299233.058,45.31732107,183.1841007,0,307835,2769647,121.57311,25.03374
南港區,1,1,2,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,7,2011,7,1,36500000,551533.8843,12.45084397,66.1776272,12.10599552,309967,2772213,121.59435,25.05683
信義區,0,0,1,0,NA,其他,NA,NA,0,0,0,有,有,NA,2012,7,NA,NA,NA,3300000,NA,0.405348176,11.40722367,11.40722367,307748,2770025,121.57227,25.03716
中山區,1,1,1,四層,7,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,1,1,1,有,有,NA,2012,7,2010,9,2,22000000,728876.0331,4.558654486,30.18331418,5.726299232,302881,2771540,121.5241,25.05102
南港區,2,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,7,NA,NA,NA,12800000,442568.595,9.483332325,28.92189485,0,309432,2770374,121.58897,25.04025
內湖區,1,1,1,八層,12,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,3,2,2,有,有,NA,2012,7,2005,11,7,10500000,308327.2727,3.926432331,34.05529675,13.89376248,312366,2773946,121.6182,25.07237
中正區,1,1,0,九層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,0,1,有,無,NA,2012,7,1981,4,31,6900000,465649.5868,1.796841914,14.81940831,0,301538,2770807,121.51076,25.04444
中山區,1,1,0,三層,3,公寓(5樓含以下無電梯),NA,加強磚造,3,1,1,有,無,NA,2012,6,NA,NA,NA,8400000,435927.2727,7.66229052,19.26916329,0,302599,2772150,121.52132,25.05653
內湖區,1,1,2,十一層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,7,2012,1,0,68880000,791375.2066,18.21041805,106.7245447,26.10563252,308933,2772626,121.58412,25.0606
中正區,1,1,1,二層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0,0,0,無,無,NA,2012,7,2012,6,0,14300000,579157.0248,4.939802771,26.75297961,4.997277512,302694,2768298,121.52212,25.02175
中正區,1,1,1,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0,0,0,無,無,NA,2012,7,2012,6,0,12700000,510208.2645,4.939802771,26.75297961,4.997277512,302715,2768277,121.52233,25.02156
中正區,1,1,1,七層，見其他登記事項,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0,0,0,無,無,NA,2012,7,2012,6,0,22500000,598115.7025,7.441466513,41.43323855,7.995039022,302706,2768286,121.52224,25.02164
中正區,1,1,1,三層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0,0,0,無,無,NA,2012,7,2012,6,0,12750000,535514.0496,4.740153669,25.81825882,4.997277512,302712,2768280,121.5223,25.02159
中正區,1,1,1,四層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0,0,0,無,無,NA,2012,7,2012,6,0,12500000,518704.1322,4.740153669,25.81825882,4.997277512,302704,2768288,121.52222,25.02166
中正區,1,1,0,六層,7,套房(1房1廳1衛),住家用,鋼筋混凝土造,0,0,0,無,無,NA,2012,7,2012,6,0,11300000,542806.6116,4.458829935,20.81795632,0,302701,2768291,121.52219,25.02169
文山區,2,1,0,一層,5,店面(店鋪),商業用,鋼筋混凝土造,0,0,0,無,無,NA,2012,7,NA,NA,NA,21000000,711431.405,7.426341581,29.51781717,0,306039,2764394,121.5551,24.98639
大安區,1,1,0,二層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,6,NA,NA,NA,14210000,585943.8017,9.906830419,24.25131587,0,306034,2769417,121.55526,25.03174
大安區,1,1,0,六層,9,套房(1房1廳1衛),見其他登記事項,見其他登記事項,1,1,1,有,有,NA,2012,5,2004,6,8,9000000,984680.9917,1.787766955,9.138483877,0,305699,2770773,121.55199,25.04399
大安區,1,1,1,三層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,2012,4,0,91600000,1392426.446,16.90967391,75.88178353,12.61116825,304188,2769882,121.53698,25.036
士林區,1,1,0,四層,7,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1,1,1,有,有,NA,2012,7,2008,12,4,8600000,774320.6612,3.39100974,11.10775002,0,304048,2778268,121.53593,25.11171
中正區,1,0,0,0,NA,其他,NA,NA,0,0,0,有,無,NA,2012,7,NA,NA,NA,6175000,1570247.934,3.932482304,0,0,303382,2767821,121.52892,25.01742
文山區,1,1,0,三層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,1,2,有,有,NA,2012,6,1991,6,21,18500000,452082.6446,8.96000968,40.92201585,0,304704,2765230,121.54191,24.99398
士林區,2,2,0,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,6,1977,12,35,22000000,404509.0909,10.87180108,54.38623026,0,303967,2779786,121.53518,25.12542
士林區,1,1,4,十四層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,8,2012,6,0,89450000,845209.9174,13.44908948,147.0294634,51.49131829,303419,2777601,121.52966,25.10571
中山區,1,1,1,四層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,1,1,有,有,NA,2012,7,2009,1,3,12800000,607411.5702,4.867203098,21.07205518,4.253130861,304647,2771456,121.54159,25.05019
中山區,1,1,0,七層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,1,2,2,有,無,NA,2012,7,2004,12,8,17500000,769269.4215,3.714683284,22.74789763,0,303373,2771580,121.52897,25.05136
萬華區,1,1,0,六層,12,住宅大樓(11層含以上有電梯),國民住宅,鋼筋混凝土造,4,2,1,有,有,NA,2012,7,NA,NA,NA,12860000,416889.2562,7.269042289,30.84881118,0,300728,2768638,121.50265,25.02489
大同區,1,1,0,一層，二層,2,公寓(5樓含以下無電梯),NA,加強磚造,1,1,1,有,無,NA,2012,7,NA,NA,NA,6600000,399672.7273,10.73870168,16.51340069,0,301412,2773850,121.50962,25.07192
大同區,1,1,0,十二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2012,7,1978,11,34,3850000,383193.3884,0.943795753,10.04597979,0,301577,2771788,121.51118,25.0533
內湖區,1,1,2,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,7,2004,12,8,48000000,644638.0165,9.46215742,74.46003993,0,310097,2774862,121.59575,25.08074
信義區,1,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,7,NA,NA,NA,13850000,473418.1818,7.559440983,29.25464335,0,309120,2770284,121.58587,25.03945
大安區,2,1,1,十六層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,1986,12,26,51000000,676912.3967,6.709419808,75.34031097,0,305031,2769628,121.54533,25.03368
大安區,1,1,0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,2,有,無,NA,2012,7,1987,3,25,37000000,867841.3223,7.435416541,42.63415815,0,305560,2770780,121.55062,25.04406
大安區,10,1,0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,NA,NA,NA,40000000,905133.8843,8.073688668,44.19202614,0,303506,2768346,121.53017,25.02216
大安區,0,0,1,地下二層,18,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,0,0,0,無,有,NA,2012,7,1987,5,25,2350000,NA,0.051424769,9.081009135,0,304893,2768503,121.54391,25.02353
士林區,1,1,0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,1984,9,28,20800000,569798.3471,8.551636518,36.50251074,0,303253,2778249,121.52804,25.11157
士林區,1,1,0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,1974,12,38,15380000,384039.6694,14.0661867,40.04779478,0,302313,2774815,121.51859,25.0806
內湖區,2,1,1,六層，電梯樓梯間,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,7,1996,11,16,32300000,447411.5702,36.64166011,72.19130014,0,309132,2775765,121.58623,25.08893
北投區,2,1,0,六層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,1,2,有,無,NA,2012,7,2012,6,0,11380000,378545.4545,7.308367112,30.06231472,0,299296,2781644,121.48893,25.14235
北投區,1,1,0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,1,有,無,NA,2012,7,1980,2,32,6000000,274112.3967,7.577590901,21.8888015,0,299177,2781476,121.48774,25.14084
士林區,2,1,1,九層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,1,1,有,有,NA,2012,7,2004,5,8,10680000,386340.4959,3.015911428,27.6453506,5.913848388,301106,2775304,121.50664,25.08506
士林區,1,1,0,八層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,0,1,有,無,NA,2012,7,1996,9,16,4920000,578264.4628,2.283864723,8.509286708,0,302796,2775663,121.52341,25.08824
大安區,2,1,0,三層,4,公寓(5樓含以下無電梯),NA,加強磚造,4,2,2,有,無,NA,2012,7,NA,NA,NA,24000000,527028.0992,16.03242785,45.53814508,0,303468,2769534,121.52984,25.03289
北投區,1,1,2,十層，十一層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,3,2,3,有,無,NA,2012,7,2011,11,1,37050000,389642.9752,15.33668098,95.08742211,0,297157,2779191,121.46763,25.12028
北投區,1,1,0,五層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,1,1,1,無,有,NA,2012,8,2008,2,4,3200000,372138.843,1.645592595,8.6000363,0,301479,2781400,121.51057,25.14008
大安區,1,1,1,三層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,2,1,有,有,NA,2012,6,2007,11,5,18100000,676998.3471,4.876278057,26.73482969,8.436687035,303527,2769080,121.5304,25.02878
中正區,1,1,0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,1979,12,33,16000000,395930.5785,11.56754795,40.41079315,0,301182,2769110,121.50717,25.02914
文山區,2,1,0,四層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,有,NA,2012,7,1987,9,25,8800000,261444.6281,12.28749471,33.65902353,0,306945,2764879,121.5641,24.99073
萬華區,1,1,0,二層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,2,1,1,有,無,NA,2012,7,1975,5,37,4000000,252879.3388,4.76435356,15.81765382,0,300500,2770549,121.50046,25.04215
南港區,1,1,1,二層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,2010,9,2,22400000,390466.1157,18.86381511,57.36584185,13.29481517,312304,2769863,121.61741,25.03552
信義區,1,1,1,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1,1,1,有,有,NA,2012,7,2009,8,3,12250000,608952.0661,2.846512191,20.11615948,0,307205,2770529,121.56691,25.04173
信義區,4,2,0,十三層,17,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,2,2,1,有,有,NA,2012,8,1994,3,18,12100000,562638.0165,3.403109686,21.50462823,0,306869,2768315,121.56349,25.02176
松山區,1,1,0,四層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,3,2,2,有,無,NA,2012,7,NA,NA,NA,12300000,486958.6777,7.828664771,25.25863634,0,307035,2773005,121.56532,25.06409
南港區,1,1,0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,3,2,1,有,有,NA,2012,7,2007,12,5,21000000,578482.6446,18.36771735,36.30286164,0,311969,2772928,121.61422,25.0632
南港區,1,1,1,九層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,4,2,2,有,有,NA,2012,7,2010,4,2,42370000,737153.719,14.44128501,66.71304979,10.18512917,312169,2772764,121.6162,25.06171
中山區,1,1,0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,2,2,2,有,有,NA,2012,5,1977,6,35,13800000,463163.6364,4.98215258,29.79611592,0,303354,2772136,121.52881,25.05638
